pair_id,pair_type,original_song_id,original_segment_id,comparison_song_id,comparison_segment_id,transformation,interval_ngram_similarity,lcs_similarity,edit_distance_similarity,chord_ngram_similarity,harmonic_edit_distance,pitch_class_similarity,rhythm_ngram_similarity,ioi_similarity,rhythmic_edit_distance,simple_average,weighted_average,original_representation,comparison_representation,weights_used
pair_004864,negative,678,02,143,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.034722,0.000000,0.000000,0.000000,0.003858,0.004051,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/678_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/143_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004865,negative,678,02,143,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.357822,0.000000,0.039758,0.029818,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/678_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/143_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004866,negative,678,02,164,01,None,0.000000,0.166667,0.133333,0.019231,0.096774,0.172043,0.000000,0.152513,0.000000,0.082285,0.086315,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/678_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/164_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004867,negative,678,02,215,01,None,0.040541,0.178571,0.160714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042203,0.050644,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/678_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/215_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004868,negative,678,02,251,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/678_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/251_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004869,negative,678,02,380,02,None,0.020000,0.233333,0.100000,0.000000,0.032258,0.096774,0.000000,0.099153,0.000000,0.064613,0.070428,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/678_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/380_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004870,negative,678,02,388,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.070833,0.000000,0.000000,0.000000,0.007870,0.008264,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/678_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/388_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004871,negative,678,02,471,02,None,0.000000,0.130435,0.086957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024155,0.028986,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/678_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/471_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004872,negative,678,02,875,01,None,0.027027,0.173913,0.130435,0.000000,0.000000,0.024306,0.000000,0.267542,0.000000,0.069247,0.069314,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/678_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/875_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004873,negative,687,01,007,01,None,0.025000,0.185185,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035700,0.042840,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/007_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004874,negative,687,01,096,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.039216,0.000000,0.000000,0.000000,0.004357,0.004575,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/096_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004875,negative,687,01,105,01,None,0.193548,0.347826,0.217391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.084307,0.101169,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/105_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004876,negative,687,01,160,02,None,0.153846,0.375000,0.125000,0.000000,0.000000,0.245098,0.000000,0.206421,0.000000,0.122818,0.132976,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/160_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004877,negative,687,01,167,01,None,0.000000,0.000000,0.000000,0.000000,0.045455,0.090909,0.000000,0.000000,0.000000,0.015152,0.015909,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/167_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004878,negative,687,01,215,01,None,0.020833,0.171429,0.114286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.034061,0.040873,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/215_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004879,negative,687,01,234,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.124129,0.000000,0.013792,0.010344,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/234_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004880,negative,687,01,239,01,None,0.008929,0.070707,0.070707,0.000000,0.020000,0.028500,0.000000,0.064711,0.000000,0.029284,0.031097,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/239_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004881,negative,687,01,285,02,None,0.045455,0.088710,0.080645,0.000000,0.024000,0.020000,0.000000,0.030316,0.000000,0.032125,0.036301,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/285_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004882,negative,687,01,566,01,None,0.066038,0.101010,0.101010,0.000000,0.020000,0.019167,0.000000,0.070650,0.000000,0.041986,0.046198,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/566_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004883,negative,687,01,604,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.186488,0.000000,0.020721,0.015541,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/604_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004884,negative,687,01,624,02,None,0.000000,0.000000,0.000000,0.000000,0.014634,0.009756,0.000000,0.000000,0.000000,0.002710,0.002846,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/624_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004885,negative,687,01,664,02,None,0.035714,0.312500,0.125000,0.000000,0.000000,0.026471,0.000000,0.373306,0.000000,0.096999,0.097292,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/664_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004886,negative,687,01,734,01,None,0.000000,0.187500,0.156250,0.000000,0.030303,0.054040,0.000000,0.244799,0.000000,0.074766,0.076073,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/734_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004887,negative,687,02,100,01,None,0.058824,0.300000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.050980,0.061176,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/100_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004888,negative,687,02,282,01,None,0.034884,0.123288,0.109589,0.000000,0.054054,0.040219,0.000000,0.098751,0.000000,0.051198,0.054929,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/282_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004889,negative,687,02,353,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.228261,0.000000,0.000000,0.000000,0.025362,0.026630,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/353_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004890,negative,687,02,388,01,None,0.000000,0.166667,0.111111,0.000000,0.052632,0.046992,0.000000,0.180560,0.000000,0.061996,0.063707,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/388_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004891,negative,687,02,430,01,None,0.107143,0.277778,0.166667,0.000000,0.000000,0.017544,0.000000,0.525516,0.000000,0.121627,0.119385,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/430_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004892,negative,687,02,430,02,None,0.000000,0.222222,0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043210,0.051852,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/430_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004893,negative,687,02,460,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.137607,0.000000,0.015290,0.011467,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/460_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004894,negative,687,02,666,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.094203,0.000000,0.000000,0.000000,0.010467,0.010990,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/666_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004895,negative,687,02,719,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.035714,0.000000,0.000000,0.000000,0.003968,0.004167,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/719_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004896,negative,687,02,748,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.369038,0.000000,0.041004,0.030753,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/748_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004897,negative,687,02,755,02,None,0.000000,0.111111,0.055556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018519,0.022222,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/755_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004898,negative,687,02,778,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.213801,0.000000,0.023756,0.017817,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/778_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004899,negative,687,02,792,02,None,0.000000,0.105263,0.052632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017544,0.021053,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/792_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004900,negative,687,02,859,02,None,0.103448,0.277778,0.055556,0.000000,0.000000,0.000000,0.000000,0.380653,0.000000,0.090826,0.089959,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/687_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/859_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004901,negative,693,01,028,02,None,0.090909,0.266667,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.061953,0.074343,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/028_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004902,negative,693,01,081,02,None,0.000000,0.280000,0.160000,0.000000,0.000000,0.111538,0.000000,0.421879,0.000000,0.108157,0.106836,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/081_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004903,negative,693,01,115,01,None,0.032258,0.250000,0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048029,0.057634,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/115_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004904,negative,693,01,143,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.148530,0.000000,0.016503,0.012378,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/143_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004905,negative,693,01,234,01,None,0.024691,0.138462,0.107692,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030094,0.036113,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/transpose/random_seed_42__semitones_2/234_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004906,negative,693,01,297,01,None,0.014085,0.129630,0.092593,0.000000,0.000000,0.055152,0.000000,0.112890,0.000000,0.044928,0.047349,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/297_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004907,negative,693,01,297,01,None,0.014085,0.129630,0.092593,0.000000,0.000000,0.055152,0.000000,0.112890,0.000000,0.044928,0.047349,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/297_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004908,negative,693,01,465,01,None,0.078947,0.391304,0.173913,0.000000,0.041667,0.208333,0.000000,0.450181,0.000000,0.149372,0.152570,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/465_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004909,negative,693,01,471,02,None,0.000000,0.300000,0.150000,0.000000,0.000000,0.000000,0.000000,0.452461,0.000000,0.100273,0.097705,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/471_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004910,negative,693,01,719,02,None,0.111111,0.250000,0.156250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057485,0.068981,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/719_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004911,negative,693,01,829,01,None,0.032258,0.150000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.031362,0.037634,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/829_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004912,negative,693,01,866,01,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.116977,0.000000,0.012997,0.009748,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/866_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004913,negative,693,01,894,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.334620,0.000000,0.037180,0.027885,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/894_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004914,negative,693,01,897,02,None,0.000000,0.125000,0.031250,0.000000,0.060606,0.051515,0.000000,0.480515,0.000000,0.083210,0.073957,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_01.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/897_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004915,negative,693,02,095,02,None,0.000000,0.071429,0.000000,0.000000,0.000000,0.144828,0.000000,0.425255,0.000000,0.071279,0.061858,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/095_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004916,negative,693,02,128,02,None,0.021277,0.153846,0.076923,0.000000,0.000000,0.107407,0.000000,0.293554,0.000000,0.072556,0.070600,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/128_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004917,negative,693,02,160,02,None,0.000000,0.000000,0.000000,0.000000,0.000000,0.109877,0.000000,0.348858,0.000000,0.050970,0.041890,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/160_segment_02.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004918,negative,693,02,197,01,None,0.017857,0.090909,0.030303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015452,0.018543,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/197_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
pair_004919,negative,693,02,229,01,None,0.012658,0.071429,0.071429,0.000000,0.017544,0.122807,0.000000,0.220031,0.000000,0.057322,0.055446,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/representations/693_segment_02.json,D:/Usuários/Bruna/Projetos/academic/plagiarismDetectMethodsEval/data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/229_segment_01.json,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}"
